Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP107965,Male,No,,Graduate,No,10799,0.0,168.0,36.0,1.0,Urban,Y
LP107966,Male,No,2,Not Graduate,No,5725,0.0,195.0,300.0,,Semiurban,N
LP107967,Male,Yes,2,Not Graduate,Yes,16733,2909.0,191.0,120.0,0.0,Urban,N
LP107968,Male,Yes,0,Not Graduate,Yes,8828,1537.0,100.0,120.0,1.0,Urban,Y
LP107969,Female,Yes,2,Graduate,No,5317,3052.0,167.0,240.0,1.0,Rural,Y
LP107970,Female,Yes,2,Graduate,No,4644,2456.0,161.0,180.0,1.0,Urban,Y
LP107971,Female,Yes,0,Graduate,No,5997,1323.0,92.0,300.0,1.0,Semiurban,Y
LP107972,Male,No,0,Graduate,No,2345,0.0,29.0,300.0,1.0,Semiurban,Y
LP107973,Female,Yes,2,Not Graduate,No,2605,904.0,71.0,300.0,1.0,Rural,Y
LP107974,Female,Yes,1,Graduate,No,7740,688.0,76.0,84.0,1.0,Semiurban,Y
LP107975,Male,Yes,0,Graduate,No,8533,684.0,181.0,120.0,1.0,Urban,Y
LP107976,Male,No,0,Not Graduate,No,2222,0.0,55.0,240.0,1.0,Semiurban,Y
LP107977,Female,Yes,0,Graduate,No,8231,9133.0,412.0,60.0,1.0,Urban,Y
LP107978,Male,No,3+,Not Graduate,No,4422,0.0,356.0,360.0,1.0,Semiurban,N
LP107979,Male,No,2,Graduate,Yes,2984,0.0,252.0,84.0,1.0,Semiurban,Y
LP107980,Male,No,1,Not Graduate,No,4069,0.0,98.0,180.0,0.0,Urban,N
LP107981,Male,No,3+,Graduate,No,8374,0.0,38.0,360.0,1.0,Rural,Y
LP107982,Male,No,2,Graduate,No,7081,0.0,221.0,360.0,1.0,Urban,Y
LP107983,Female,Yes,2,Not Graduate,No,5874,1741.0,85.0,84.0,1.0,Urban,Y
LP107984,Female,Yes,0,Not Graduate,No,6167,5187.0,215.0,240.0,0.0,Urban,N
LP107985,Male,Yes,1,Graduate,No,2478,2853.0,192.0,180.0,0.0,Urban,N
LP107986,Male,Yes,0,Not Graduate,Yes,6823,3646.0,103.0,300.0,1.0,Semiurban,Y
LP107987,Male,No,1,Not Graduate,No,3735,0.0,64.0,240.0,,Urban,N
LP107988,Male,Yes,0,Graduate,No,16526,696.0,150.0,300.0,1.0,Rural,Y
LP107989,Male,No,0,Not Graduate,No,3912,0.0,52.0,36.0,,Rural,N
LP107990,Male,Yes,0,Graduate,,18689,3023.0,158.0,360.0,1.0,Semiurban,Y
LP107991,Male,Yes,1,Graduate,Yes,4461,1375.0,178.0,36.0,,Semiurban,Y
LP107992,Male,No,2,Graduate,Yes,4642,0.0,90.0,300.0,1.0,Rural,Y
LP107993,Male,Yes,1,Graduate,No,4119,1399.0,54.0,360.0,1.0,Semiurban,Y
LP107994,Male,No,2,Graduate,No,2310,0.0,356.0,84.0,1.0,Urban,Y
LP107995,Male,No,2,Graduate,No,10892,0.0,97.0,360.0,0.0,Rural,N
LP107996,Female,Yes,1,Graduate,Yes,5209,10061.0,118.0,120.0,1.0,Urban,Y
LP107997,Male,Yes,0,Graduate,No,7159,4290.0,258.0,,1.0,Semiurban,Y
LP107998,Female,Yes,3+,Graduate,No,12952,1845.0,95.0,36.0,1.0,Semiurban,Y
LP107999,Male,No,0,Graduate,Yes,4542,0.0,85.0,240.0,1.0,Semiurban,Y
LP108000,Male,Yes,,Graduate,No,4648,2797.0,448.0,360.0,1.0,Urban,Y
LP108001,Female,Yes,2,Not Graduate,No,5361,1351.0,86.0,360.0,1.0,Urban,Y
LP108002,Male,No,1,Graduate,No,2276,0.0,278.0,300.0,1.0,Rural,Y
LP108003,Male,Yes,0,Graduate,No,1640,10919.0,147.0,360.0,1.0,Rural,Y
LP108004,Male,No,1,Graduate,No,1993,0.0,145.0,360.0,1.0,Semiurban,Y
LP108005,Male,No,3+,Not Graduate,No,10350,0.0,99.0,360.0,0.0,Semiurban,N
LP108006,Female,No,2,Graduate,No,4041,0.0,119.0,180.0,1.0,Semiurban,Y
LP108007,Male,No,3+,Graduate,No,7868,0.0,392.0,360.0,1.0,Semiurban,Y
LP108008,Male,Yes,0,Not Graduate,Yes,4208,2402.0,224.0,240.0,1.0,Urban,Y
LP108009,Male,No,1,Graduate,No,1907,0.0,59.0,120.0,1.0,Semiurban,Y
LP108010,Male,Yes,0,Graduate,No,8263,1812.0,74.0,300.0,0.0,Rural,N
LP108011,Female,Yes,3+,Not Graduate,No,2883,753.0,168.0,60.0,1.0,Rural,N
LP108012,Female,Yes,0,Graduate,Yes,6959,4146.0,,120.0,1.0,Semiurban,Y
LP108013,Male,No,1,Graduate,No,8553,0.0,212.0,360.0,1.0,Urban,Y
LP108014,Male,No,3+,Graduate,No,4785,0.0,128.0,240.0,1.0,Rural,N
LP108015,Female,No,,Graduate,No,6531,0.0,80.0,300.0,1.0,Semiurban,Y
LP108016,Male,Yes,1,Graduate,No,2092,2243.0,82.0,300.0,0.0,Semiurban,N
LP108017,Male,No,0,Graduate,No,28424,0.0,33.0,300.0,1.0,Urban,Y
LP108018,Male,No,1,Graduate,Yes,6400,0.0,357.0,120.0,1.0,Semiurban,Y
LP108019,Male,No,3+,Graduate,No,7853,0.0,27.0,360.0,1.0,Urban,Y
LP108020,Female,Yes,1,Not Graduate,No,8608,2299.0,116.0,360.0,1.0,Semiurban,Y
LP108021,Female,Yes,0,Not Graduate,Yes,4521,4592.0,46.0,360.0,1.0,Semiurban,Y
LP108022,Male,Yes,0,Graduate,No,5149,1060.0,94.0,360.0,1.0,Semiurban,Y
LP108023,Male,Yes,0,Graduate,No,9423,8486.0,189.0,360.0,1.0,Semiurban,Y
LP108024,Male,Yes,1,Graduate,No,3941,869.0,34.0,84.0,1.0,Semiurban,Y
LP108025,Male,Yes,0,Graduate,No,6214,3061.0,165.0,240.0,1.0,Urban,Y
LP108026,Male,Yes,2,Not Graduate,No,6507,1052.0,226.0,240.0,1.0,Semiurban,Y
LP108027,Female,Yes,1,Not Graduate,Yes,3163,1245.0,104.0,360.0,1.0,Urban,N
LP108028,Male,Yes,2,Graduate,No,6414,3491.0,694.0,360.0,1.0,Semiurban,Y
LP108029,Male,No,0,Graduate,No,1778,0.0,34.0,300.0,1.0,Semiurban,Y
LP108030,Male,Yes,2,Not Graduate,No,8525,536.0,48.0,240.0,1.0,Semiurban,Y
LP108031,Male,Yes,1,Not Graduate,,12605,954.0,111.0,360.0,1.0,Semiurban,Y
LP108032,Male,Yes,1,Graduate,No,8462,3220.0,113.0,300.0,1.0,Semiurban,Y
LP108033,Female,Yes,3+,Graduate,No,12068,2484.0,143.0,360.0,1.0,Urban,Y
LP108034,Male,No,0,Graduate,No,3110,0.0,234.0,360.0,,Semiurban,Y
LP108035,Female,Yes,1,Not Graduate,No,4294,1116.0,63.0,240.0,1.0,Urban,Y
LP108036,Male,Yes,0,Graduate,No,5298,774.0,59.0,180.0,1.0,Semiurban,Y
LP108037,Male,No,1,Not Graduate,No,5309,0.0,88.0,240.0,1.0,Semiurban,Y
LP108038,Male,Yes,1,Graduate,No,3780,991.0,249.0,60.0,0.0,Urban,N
LP108039,Male,Yes,0,Not Graduate,No,2841,1741.0,218.0,240.0,1.0,Semiurban,Y
LP108040,Male,Yes,2,Graduate,Yes,13851,701.0,128.0,300.0,1.0,Rural,Y
LP108041,Male,Yes,2,Graduate,No,2981,4240.0,98.0,120.0,1.0,Semiurban,Y
LP108042,Female,No,2,Graduate,Yes,13277,0.0,122.0,120.0,0.0,Semiurban,Y
LP108043,Female,Yes,0,Graduate,No,6614,905.0,166.0,180.0,1.0,Rural,Y
LP108044,Male,No,0,Graduate,No,5551,0.0,142.0,84.0,1.0,Semiurban,Y
LP108045,Male,No,2,Graduate,No,6807,0.0,57.0,300.0,0.0,Semiurban,N
LP108046,Male,Yes,0,Graduate,No,12259,1604.0,55.0,360.0,1.0,Urban,Y
LP108047,Male,Yes,2,Graduate,No,1500,927.0,114.0,300.0,0.0,Urban,N
LP108048,Male,Yes,0,Graduate,No,6096,10035.0,207.0,180.0,,Urban,Y
LP108049,Female,Yes,0,Graduate,Yes,5374,506.0,71.0,360.0,1.0,Urban,Y
LP108050,Male,Yes,2,Graduate,No,5494,654.0,171.0,84.0,1.0,Semiurban,Y
LP108051,Male,Yes,2,Graduate,,8641,1494.0,45.0,12.0,1.0,Urban,Y
LP108052,Male,Yes,2,Graduate,Yes,3407,1948.0,140.0,84.0,1.0,Rural,Y
LP108053,Male,No,3+,Graduate,No,2463,0.0,84.0,360.0,1.0,Rural,Y
LP108054,Male,Yes,2,Graduate,No,2141,3767.0,38.0,360.0,1.0,Rural,Y
LP108055,Male,No,1,Graduate,,2851,0.0,96.0,360.0,1.0,Rural,N
LP108056,Male,No,3+,Graduate,No,7423,0.0,62.0,240.0,1.0,Rural,Y
LP108057,Male,Yes,2,Not Graduate,No,6653,4228.0,113.0,360.0,1.0,Urban,Y
LP108058,Male,Yes,2,Graduate,No,8349,2988.0,172.0,360.0,0.0,Semiurban,Y
LP108059,Female,Yes,1,Graduate,Yes,3729,5483.0,176.0,360.0,1.0,Urban,Y
LP108060,,Yes,3+,Not Graduate,No,3830,1883.0,41.0,360.0,1.0,Semiurban,Y
LP108061,Male,Yes,0,Graduate,No,13256,4324.0,189.0,360.0,1.0,Rural,Y
LP108062,Female,Yes,0,Graduate,No,9062,204.0,172.0,360.0,1.0,Semiurban,Y
LP108063,Male,Yes,0,Graduate,No,7718,1225.0,104.0,360.0,1.0,Urban,Y
LP108064,Male,No,0,Not Graduate,Yes,1644,0.0,62.0,360.0,1.0,Semiurban,N
LP108065,Male,Yes,0,Not Graduate,No,15908,3170.0,105.0,120.0,1.0,Urban,Y
LP108066,Male,Yes,2,Not Graduate,No,4650,1000.0,353.0,120.0,0.0,Semiurban,N
LP108067,Male,Yes,2,Not Graduate,Yes,5452,3946.0,192.0,240.0,1.0,Semiurban,Y
LP108068,Female,Yes,0,Not Graduate,Yes,6428,3394.0,240.0,360.0,0.0,Rural,N
LP108069,Female,Yes,2,Not Graduate,No,5424,1112.0,74.0,120.0,1.0,Rural,Y
LP108070,Male,No,1,Graduate,No,4432,0.0,97.0,120.0,1.0,Urban,Y
LP108071,Male,Yes,1,Graduate,Yes,5361,1522.0,61.0,60.0,0.0,Rural,N
LP108072,Male,Yes,1,Not Graduate,Yes,7200,1984.0,90.0,120.0,1.0,Rural,Y
LP108073,,Yes,3+,Not Graduate,No,8178,3293.0,303.0,180.0,1.0,Semiurban,Y
LP108074,Male,Yes,0,Graduate,No,10217,1393.0,102.0,300.0,1.0,Rural,Y
LP108075,Male,Yes,0,Graduate,Yes,2543,480.0,88.0,240.0,0.0,Urban,N
LP108076,Female,Yes,0,Not Graduate,No,3542,2911.0,154.0,84.0,1.0,Rural,Y
LP108077,Male,Yes,2,Graduate,No,8199,4264.0,95.0,120.0,1.0,Semiurban,Y
LP108078,Male,Yes,2,Graduate,Yes,1915,464.0,141.0,300.0,1.0,Rural,Y
LP108079,Male,Yes,0,Graduate,No,5415,1755.0,95.0,84.0,0.0,Semiurban,N
LP108080,Female,Yes,0,Graduate,No,3066,858.0,150.0,360.0,1.0,Rural,Y
LP108081,Female,Yes,2,Graduate,No,6841,4453.0,106.0,84.0,1.0,Semiurban,Y
LP108082,Male,No,2,Not Graduate,No,2960,0.0,68.0,120.0,1.0,Urban,N
LP108083,Male,Yes,1,Graduate,No,3961,946.0,252.0,360.0,0.0,Rural,N
LP108084,Female,No,2,Not Graduate,No,4128,0.0,399.0,300.0,1.0,Semiurban,N
LP108085,Male,Yes,3+,Not Graduate,No,5697,2198.0,181.0,480.0,1.0,Rural,Y
LP108086,Female,Yes,0,Not Graduate,No,8734,744.0,54.0,120.0,1.0,Semiurban,Y
LP108087,Male,Yes,1,Not Graduate,Yes,9128,3591.0,117.0,60.0,1.0,Rural,Y
LP108088,Male,Yes,0,Graduate,No,5557,1627.0,155.0,60.0,1.0,Semiurban,Y
LP108089,Male,Yes,2,Graduate,Yes,2525,6531.0,48.0,360.0,1.0,Urban,Y
LP108090,Female,Yes,1,Not Graduate,No,23104,6767.0,97.0,360.0,1.0,Semiurban,Y
LP108091,Male,No,0,Graduate,Yes,4669,0.0,57.0,240.0,1.0,Urban,Y
LP108092,Female,No,2,Graduate,No,5791,0.0,,240.0,1.0,Rural,Y
LP108093,Male,Yes,2,Graduate,Yes,5683,848.0,164.0,360.0,1.0,Urban,Y
LP108094,Male,Yes,0,Not Graduate,No,6077,551.0,,360.0,1.0,Semiurban,Y
LP108095,Male,No,0,Not Graduate,No,2956,0.0,69.0,240.0,1.0,Semiurban,Y
LP108096,Male,No,0,Not Graduate,No,6394,0.0,128.0,360.0,0.0,Semiurban,N
LP108097,Male,Yes,2,Not Graduate,No,14660,2229.0,108.0,240.0,,Semiurban,Y
LP108098,Male,No,2,Not Graduate,Yes,1500,0.0,228.0,300.0,1.0,Rural,N
LP108099,Female,Yes,1,Graduate,No,5010,955.0,38.0,360.0,1.0,Urban,Y
LP108100,Male,Yes,1,Graduate,No,2507,1932.0,86.0,84.0,1.0,Semiurban,Y
LP108101,Female,Yes,2,Not Graduate,Yes,8895,1107.0,,240.0,0.0,Urban,N
LP108102,Male,No,1,Graduate,Yes,9746,0.0,66.0,84.0,1.0,Semiurban,Y
LP108103,Female,No,,Not Graduate,,4552,0.0,70.0,36.0,,Urban,Y
LP108104,Male,No,1,Not Graduate,Yes,5097,0.0,98.0,360.0,1.0,Semiurban,Y
LP108105,Male,Yes,3+,Not Graduate,Yes,2896,1531.0,287.0,300.0,1.0,Urban,N
LP108106,Male,No,0,Not Graduate,No,1500,0.0,170.0,480.0,1.0,Rural,N
LP108107,Male,Yes,0,Graduate,Yes,4179,1822.0,70.0,360.0,1.0,Urban,Y
LP108108,Female,Yes,0,Graduate,No,4323,2207.0,127.0,480.0,1.0,Urban,Y
LP108109,Male,Yes,2,Graduate,Yes,5043,2397.0,108.0,360.0,0.0,Semiurban,Y
LP108110,Male,Yes,1,Graduate,No,1500,840.0,175.0,360.0,,Urban,N
LP108111,Female,Yes,0,Graduate,No,1745,1414.0,130.0,360.0,0.0,Urban,N
LP108112,Male,Yes,3+,Graduate,Yes,2018,1831.0,151.0,360.0,1.0,Rural,N
LP108113,Female,No,3+,Not Graduate,Yes,5166,0.0,110.0,360.0,1.0,Semiurban,Y
LP108114,Male,Yes,3+,Graduate,Yes,6982,621.0,296.0,480.0,1.0,Urban,Y
LP108115,Female,Yes,0,Graduate,No,2446,1376.0,130.0,360.0,1.0,Urban,Y
LP108116,Male,No,3+,Graduate,No,4165,0.0,92.0,300.0,1.0,Semiurban,Y
LP108117,Male,Yes,0,Graduate,No,3472,1124.0,253.0,360.0,1.0,Semiurban,Y
LP108118,Male,Yes,0,Graduate,No,16633,2403.0,191.0,300.0,0.0,Urban,Y
LP108119,Female,No,1,Graduate,Yes,3901,0.0,77.0,300.0,0.0,Urban,N
LP108120,Male,Yes,1,Not Graduate,No,3803,1251.0,12.0,360.0,1.0,Semiurban,Y
LP108121,Male,No,0,Graduate,No,3012,0.0,185.0,360.0,0.0,Rural,N
LP108122,Male,Yes,1,Graduate,No,1570,1419.0,103.0,360.0,1.0,Semiurban,Y
LP108123,Female,,2,Graduate,No,7243,0.0,137.0,360.0,1.0,Urban,Y
LP108124,Female,Yes,1,Graduate,No,4188,1226.0,272.0,240.0,1.0,Semiurban,Y
LP108125,Female,Yes,1,Not Graduate,No,3893,5909.0,75.0,300.0,1.0,Rural,Y
LP108126,Male,Yes,0,Not Graduate,No,5483,5500.0,68.0,180.0,0.0,Urban,N
LP108127,Male,Yes,3+,Not Graduate,,1907,4525.0,58.0,300.0,1.0,Semiurban,Y
LP108128,Male,No,,Graduate,No,14219,0.0,503.0,360.0,1.0,Rural,Y
LP108129,Female,No,1,Graduate,No,1648,0.0,274.0,360.0,1.0,Urban,Y
LP108130,Male,No,0,Graduate,No,14268,0.0,200.0,240.0,1.0,Rural,Y
LP108131,Male,Yes,3+,Graduate,No,4870,975.0,42.0,360.0,1.0,Semiurban,Y
LP108132,Female,No,0,Graduate,No,3898,0.0,57.0,180.0,0.0,Semiurban,N
LP108133,Male,Yes,1,Not Graduate,No,7351,11713.0,204.0,120.0,1.0,Rural,Y
LP108134,Male,Yes,1,Graduate,No,3992,3113.0,170.0,240.0,0.0,Urban,N
LP108135,Male,Yes,3+,Graduate,No,8596,6910.0,114.0,120.0,1.0,Semiurban,Y
LP108136,Male,Yes,0,Graduate,No,5912,2606.0,59.0,300.0,1.0,Rural,Y
LP108137,Female,No,2,Not Graduate,No,7537,0.0,252.0,240.0,1.0,Semiurban,Y
LP108138,Male,Yes,,Graduate,No,9173,1136.0,393.0,84.0,1.0,Urban,Y
LP108139,Male,Yes,3+,Graduate,Yes,4426,2952.0,174.0,360.0,0.0,Semiurban,N
LP108140,Male,No,1,Graduate,No,8767,0.0,85.0,360.0,1.0,Urban,Y
LP108141,Male,No,2,Graduate,No,6705,0.0,335.0,360.0,1.0,Semiurban,Y
LP108142,Male,No,1,Graduate,,10942,0.0,148.0,360.0,1.0,Semiurban,Y
LP108143,Male,Yes,0,Graduate,No,3942,2118.0,357.0,120.0,1.0,Semiurban,Y
LP108144,Male,Yes,0,Graduate,No,11152,1721.0,108.0,360.0,1.0,Semiurban,Y
LP108145,Male,Yes,2,Graduate,No,3090,1150.0,462.0,480.0,1.0,Urban,Y
LP108146,Male,Yes,3+,Graduate,No,1500,3659.0,102.0,360.0,1.0,Urban,Y
LP108147,Male,No,1,Not Graduate,Yes,2167,0.0,90.0,240.0,1.0,Rural,N
LP108148,Female,No,3+,Graduate,Yes,4027,0.0,220.0,360.0,1.0,Urban,Y
LP108149,Female,No,0,Graduate,No,5753,0.0,128.0,12.0,1.0,Urban,Y
LP108150,Female,Yes,3+,Graduate,No,4962,652.0,169.0,120.0,1.0,Rural,Y
LP108151,Male,No,1,Not Graduate,Yes,7879,0.0,72.0,240.0,1.0,Semiurban,Y
LP108152,Male,No,1,Graduate,No,2391,0.0,73.0,240.0,1.0,Semiurban,Y
LP108153,Male,Yes,1,Graduate,No,13830,3646.0,106.0,360.0,1.0,Urban,Y
LP108154,Male,Yes,2,Not Graduate,No,11016,5134.0,166.0,480.0,1.0,Urban,Y
LP108155,Male,No,2,Graduate,No,8613,0.0,84.0,300.0,0.0,Semiurban,N
LP108156,Male,Yes,1,Graduate,No,10499,2348.0,,240.0,1.0,Semiurban,Y
LP108157,Female,No,1,Graduate,Yes,1935,0.0,125.0,84.0,1.0,Rural,Y
LP108158,Male,Yes,0,Graduate,No,7475,4021.0,374.0,180.0,1.0,Semiurban,Y
LP108159,Male,No,0,Not Graduate,No,7663,0.0,71.0,84.0,1.0,Urban,Y
LP108160,Female,No,0,Graduate,No,8781,0.0,164.0,240.0,1.0,Urban,Y
LP108161,Male,Yes,1,Graduate,,8169,2724.0,176.0,360.0,1.0,Urban,Y
LP108162,Female,No,1,Not Graduate,Yes,6417,0.0,158.0,36.0,1.0,Urban,Y
LP108163,Female,Yes,2,Not Graduate,No,6264,817.0,130.0,360.0,1.0,Semiurban,Y
LP108164,Female,Yes,2,Graduate,No,10050,461.0,223.0,360.0,1.0,Urban,Y
LP108165,Male,Yes,0,Not Graduate,No,3381,2948.0,63.0,240.0,1.0,Urban,Y
LP108166,Female,Yes,2,Not Graduate,No,6124,920.0,159.0,300.0,1.0,Rural,Y
LP108167,Male,No,0,Not Graduate,No,3526,0.0,74.0,84.0,0.0,Semiurban,N
LP108168,Male,No,2,Graduate,No,4486,0.0,94.0,360.0,1.0,Urban,Y
LP108169,Male,Yes,0,Graduate,No,1500,1587.0,157.0,360.0,1.0,Urban,Y
LP108170,Male,Yes,2,Graduate,No,2915,857.0,237.0,240.0,,Rural,Y
LP108171,Male,Yes,1,Graduate,No,3782,1692.0,58.0,180.0,1.0,Rural,Y
LP108172,Male,No,1,Graduate,No,3812,0.0,361.0,300.0,1.0,Semiurban,Y
LP108173,Female,No,2,Graduate,Yes,4023,0.0,245.0,240.0,1.0,Semiurban,N
LP108174,Female,Yes,0,Graduate,No,2413,2144.0,137.0,360.0,1.0,Semiurban,Y
LP108175,Female,Yes,0,Graduate,No,4026,14089.0,70.0,360.0,1.0,Rural,Y
LP108176,Male,Yes,2,Graduate,No,9426,629.0,336.0,480.0,1.0,Urban,Y
LP108177,Female,Yes,2,Graduate,No,4108,1421.0,177.0,240.0,1.0,Rural,Y
LP108178,Male,No,1,Not Graduate,No,10709,0.0,177.0,60.0,1.0,Rural,Y
LP108179,Female,Yes,0,Not Graduate,No,10295,971.0,89.0,360.0,1.0,Urban,Y
LP108180,Female,No,1,Not Graduate,No,3455,0.0,150.0,12.0,0.0,Urban,N
LP108181,Male,No,2,Graduate,No,6916,0.0,92.0,300.0,1.0,Semiurban,Y
LP108182,Female,No,1,Not Graduate,No,2235,0.0,278.0,180.0,0.0,Urban,N
LP108183,Male,No,3+,Not Graduate,Yes,2611,0.0,282.0,240.0,1.0,Urban,N
LP108184,Male,No,1,Not Graduate,No,5255,0.0,122.0,120.0,1.0,Rural,Y
LP108185,Male,No,0,Not Graduate,Yes,6668,0.0,94.0,360.0,1.0,Semiurban,Y
LP108186,Male,Yes,0,Graduate,No,12939,3992.0,215.0,300.0,1.0,Semiurban,Y
LP108187,Female,Yes,,Graduate,No,4457,5667.0,198.0,240.0,1.0,Urban,Y
LP108188,Male,Yes,2,Not Graduate,No,5460,823.0,66.0,360.0,1.0,Semiurban,Y
LP108189,Male,No,0,Not Graduate,Yes,5211,0.0,112.0,60.0,1.0,Semiurban,Y
LP108190,Male,Yes,3+,Not Graduate,No,14416,1704.0,500.0,360.0,1.0,Urban,Y
LP108191,Female,Yes,0,Graduate,No,10997,9214.0,133.0,300.0,1.0,Urban,Y
LP108192,Female,Yes,1,Graduate,No,6190,2751.0,154.0,360.0,1.0,Urban,Y
LP108193,Female,No,0,Graduate,No,7913,0.0,186.0,180.0,0.0,Urban,N
LP108194,Female,Yes,3+,Not Graduate,Yes,6062,4945.0,96.0,480.0,1.0,Rural,Y
LP108195,Male,Yes,2,Not Graduate,Yes,9366,4570.0,212.0,300.0,1.0,Urban,Y
LP108196,Male,Yes,0,Graduate,No,8242,643.0,168.0,120.0,1.0,Urban,Y
LP108197,Male,No,3+,Not Graduate,No,4100,0.0,263.0,120.0,0.0,Semiurban,N
LP108198,Male,Yes,0,Graduate,No,5216,6521.0,48.0,180.0,1.0,Semiurban,Y
LP108199,Female,Yes,2,Graduate,No,5415,2652.0,166.0,360.0,0.0,Urban,Y
LP108200,Male,No,2,Graduate,Yes,5383,0.0,152.0,180.0,1.0,Semiurban,Y
LP108201,Female,Yes,2,Not Graduate,Yes,3623,4057.0,57.0,60.0,1.0,Urban,Y
LP108202,Male,Yes,3+,Not Graduate,Yes,6015,3079.0,114.0,300.0,1.0,Urban,Y
LP108203,Male,Yes,3+,Graduate,No,3621,1503.0,170.0,120.0,1.0,Urban,Y
LP108204,Male,Yes,3+,Graduate,No,3459,1251.0,138.0,360.0,0.0,Urban,N
LP108205,Female,No,0,Graduate,Yes,4576,0.0,132.0,240.0,1.0,Semiurban,Y
LP108206,,Yes,0,Graduate,No,5777,872.0,,180.0,1.0,Semiurban,Y
LP108207,Female,Yes,2,Not Graduate,No,10253,2124.0,101.0,300.0,1.0,Urban,Y
LP108208,Male,No,2,Not Graduate,No,7525,0.0,447.0,36.0,1.0,Urban,N
LP108209,Female,No,1,Graduate,No,9567,0.0,163.0,300.0,0.0,Semiurban,N
LP108210,Male,Yes,0,Graduate,No,14236,1187.0,161.0,480.0,1.0,Semiurban,Y
LP108211,Male,Yes,2,Graduate,No,3459,508.0,60.0,240.0,0.0,Urban,N
LP108212,Female,No,3+,Graduate,No,7530,0.0,111.0,360.0,1.0,Urban,Y
LP108213,Male,No,1,Not Graduate,No,7713,0.0,97.0,84.0,,Semiurban,N
LP108214,Female,Yes,0,Graduate,No,5730,999.0,131.0,300.0,1.0,Urban,Y
LP108215,Male,No,0,Not Graduate,No,8397,0.0,110.0,120.0,1.0,Semiurban,Y
LP108216,Male,Yes,0,Graduate,No,5179,997.0,92.0,360.0,1.0,Urban,Y
LP108217,Female,Yes,2,Not Graduate,Yes,7350,1157.0,117.0,360.0,1.0,Rural,Y
LP108218,Male,Yes,3+,Graduate,No,2100,1574.0,70.0,360.0,0.0,Rural,N
LP108219,Female,Yes,0,Not Graduate,No,4921,3849.0,191.0,360.0,1.0,Semiurban,Y
LP108220,Male,Yes,1,Not Graduate,No,7517,509.0,217.0,360.0,1.0,Semiurban,Y
LP108221,Male,Yes,2,Graduate,No,9109,2261.0,181.0,300.0,1.0,Semiurban,Y
LP108222,Male,Yes,0,Graduate,No,2932,2229.0,224.0,300.0,1.0,Semiurban,Y
LP108223,Male,Yes,1,Not Graduate,No,4679,818.0,215.0,360.0,1.0,Urban,Y
LP108224,Male,Yes,2,Graduate,No,2596,2403.0,62.0,300.0,1.0,Rural,Y
LP108225,Male,Yes,2,Graduate,No,3894,1565.0,328.0,240.0,1.0,Rural,Y
LP108226,Female,No,1,Not Graduate,No,5940,0.0,226.0,360.0,1.0,Urban,Y
LP108227,Male,Yes,2,Graduate,Yes,9148,1704.0,42.0,360.0,1.0,Rural,Y
LP108228,Male,No,0,Graduate,No,8452,0.0,85.0,360.0,1.0,Semiurban,Y
LP108229,Male,Yes,0,Not Graduate,Yes,5617,1083.0,64.0,240.0,1.0,Semiurban,Y
LP108230,Male,Yes,0,Graduate,No,3325,3655.0,174.0,240.0,1.0,Semiurban,Y
LP108231,Female,Yes,1,Graduate,No,4520,1408.0,97.0,360.0,1.0,Urban,Y
LP108232,Female,No,0,Graduate,No,22523,0.0,136.0,180.0,1.0,Rural,Y
LP108233,Male,Yes,0,Not Graduate,No,2123,1594.0,380.0,84.0,1.0,Semiurban,Y
LP108234,Female,Yes,2,Graduate,No,2381,837.0,319.0,300.0,1.0,Semiurban,Y
LP108235,Male,Yes,2,Not Graduate,,5459,2654.0,75.0,300.0,,Semiurban,Y
LP108236,Male,No,0,Graduate,No,7510,0.0,176.0,300.0,,Semiurban,Y
LP108237,Female,No,0,Not Graduate,No,8251,0.0,401.0,36.0,1.0,Urban,Y
LP108238,Male,Yes,1,Graduate,No,5842,4485.0,77.0,120.0,1.0,Urban,Y
LP108239,Female,Yes,0,Not Graduate,No,1974,6103.0,240.0,360.0,0.0,Rural,N
LP108240,Female,Yes,1,Graduate,Yes,4308,2984.0,121.0,240.0,1.0,Rural,Y
LP108241,Male,Yes,2,Graduate,Yes,1703,1923.0,76.0,360.0,1.0,Rural,Y
LP108242,Female,Yes,0,Graduate,Yes,6228,9039.0,333.0,300.0,1.0,Urban,Y
LP108243,Female,No,0,Graduate,No,6460,0.0,103.0,36.0,1.0,Semiurban,Y
LP108244,Male,No,0,Graduate,No,4556,0.0,122.0,480.0,1.0,Semiurban,Y
LP108245,Male,Yes,0,Not Graduate,No,2416,7043.0,108.0,180.0,1.0,Semiurban,Y
LP108246,Male,Yes,3+,Not Graduate,No,3006,6516.0,252.0,240.0,0.0,Semiurban,N
LP108247,Female,Yes,1,Graduate,No,1855,571.0,242.0,360.0,,Urban,Y
LP108248,Female,Yes,1,Graduate,No,4765,1207.0,86.0,360.0,1.0,Urban,Y
LP108249,Male,Yes,2,Not Graduate,No,32890,2888.0,143.0,360.0,1.0,Urban,Y
LP108250,Male,Yes,0,Graduate,No,4622,4826.0,167.0,12.0,1.0,Semiurban,Y
LP108251,Male,Yes,0,Graduate,Yes,3819,711.0,241.0,12.0,1.0,Urban,Y
